0,P,0.75
18,1,P,0.11
17,24,1,P,0.02
2,1,P,0.01
18,7,P,0.01
18,27,P,0.01
17,9,1,P,0.01
17,13,1,P,0.01
17,11,1,P,0.01
17,10,1,P,0.01
12,P,0.0
