0,1,2,P,0.57
15,2,P,0.2
0,9,2,P,0.02
0,1,34,P,0.02
0,1,32,P,0.02
0,1,29,P,0.02
15,34,P,0.01
15,32,P,0.01
15,30,P,0.01
15,29,P,0.01
0,35,2,P,0.01
0,31,P,0.01
0,12,2,P,0.01
0,1,30,P,0.01
0,1,27,P,0.01
0,1,26,P,0.01
0,1,23,P,0.01
0,1,24,P,0.0
