0,P,0.71
4,P,0.03
2,20,21,P,0.03
17,21,P,0.02
1,20,21,P,0.02
9,P,0.01
8,P,0.01
7,P,0.01
3,P,0.01
2,20,18,P,0.01
2,20,14,P,0.01
2,20,12,P,0.01
17,18,P,0.01
17,15,P,0.01
17,14,P,0.01
17,13,P,0.01
17,12,P,0.01
16,P,0.01
10,P,0.01
1,20,18,P,0.01
1,20,15,P,0.01
1,20,13,P,0.01
1,20,12,P,0.01
1,20,14,P,0.0
