0,2,31,P,0.16
2,1,36,P,0.08
2,1,32,P,0.07
2,1,35,P,0.06
2,1,29,P,0.05
2,1,25,P,0.05
2,1,55,P,0.04
2,1,33,P,0.04
2,24,P,0.03
2,13,35,P,0.03
2,16,P,0.02
2,13,36,P,0.02
2,13,32,P,0.02
2,12,55,P,0.02
2,12,35,P,0.02
2,1,34,P,0.02
2,1,27,P,0.02
2,54,31,P,0.01
2,31,55,P,0.01
2,31,36,P,0.01
2,31,35,P,0.01
2,31,34,P,0.01
2,31,29,P,0.01
2,31,27,P,0.01
2,30,P,0.01
2,28,P,0.01
2,17,35,P,0.01
2,15,55,P,0.01
2,15,36,P,0.01
2,15,35,P,0.01
2,15,27,P,0.01
2,13,55,P,0.01
2,13,33,P,0.01
2,13,29,P,0.01
2,13,25,P,0.01
2,12,36,P,0.01
2,12,34,P,0.01
2,12,32,P,0.01
2,12,27,P,0.01
2,12,25,P,0.01
2,11,35,P,0.01
2,11,55,P,0.0
