1,P,0.72
6,P,0.06
13,P,0.06
12,P,0.06
22,P,0.02
8,4,P,0.01
8,20,P,0.01
8,11,P,0.01
21,P,0.01
20,5,P,0.01
20,3,P,0.01
19,P,0.01
0,8,P,0.01
0,7,P,0.01
0,20,P,0.01
0,14,P,0.0
