0,P,0.41
9,5,P,0.05
9,16,P,0.05
8,3,P,0.05
2,3,P,0.05
9,1,P,0.04
6,9,P,0.04
6,3,P,0.04
6,18,P,0.04
15,P,0.04
9,3,P,0.03
16,4,P,0.03
6,4,P,0.02
16,3,P,0.02
8,5,4,P,0.01
8,16,4,P,0.01
8,16,18,P,0.01
8,1,18,P,0.01
2,5,4,P,0.01
2,1,4,P,0.01
17,3,P,0.01
16,7,18,P,0.01
16,1,18,P,0.01
10,1,18,P,0.0
