3,4,1,P,0.74
3,10,P,0.08
0,2,4,1,P,0.05
3,8,P,0.03
3,7,1,P,0.03
3,6,P,0.03
3,9,1,P,0.02
3,5,1,P,0.01
0,2,10,P,0.01
0,6,2,P,0.0
