3,4,P,0.74
0,2,4,P,0.1
3,8,P,0.02
3,7,P,0.02
3,6,P,0.02
3,5,P,0.02
3,10,P,0.02
3,9,P,0.01
0,9,2,P,0.01
0,8,2,P,0.01
0,7,2,P,0.01
0,6,2,P,0.01
0,2,5,P,0.01
0,2,10,P,0.01
