1,P,0.9622723263618234
2,13,P,0.009622723318643434
2,4,P,0.009622723318213915
0,13,P,0.009622723317752003
2,10,P,0.002405680810215626
2,15,P,0.0024056806881981173
12,P,0.001663764911711921
0,15,P,0.0014255886395551855
14,P,5.451824738379057E-4
16,P,1.323992768657152E-4
7,P,7.933449291600488E-5
6,P,5.129285168033639E-5
11,P,5.1292851680336386E-5
10,13,P,3.943725272751605E-5
8,13,P,3.943725272466594E-5
10,15,P,7.725851409012948E-6
8,15,P,7.725851408781828E-6
3,13,P,4.299704831166616E-6
3,15,P,6.607738051385752E-7
