1,P,0.3145649325314754
13,21,P,0.2982541584276758
13,22,P,0.07456353959909151
13,24,P,0.07456353957801964
13,29,P,0.07456353790921233
13,25,P,0.04418580124853425
3,13,P,0.04418580123663921
13,20,P,0.01997694251787269
13,23,P,0.014640398232087438
13,18,P,0.011554977098585726
13,26,P,0.008780066350841786
13,28,P,0.008780058005939475
11,13,P,0.007568503231299629
10,P,8.962187882631071E-4
4,P,7.508471937247047E-4
30,P,7.508471937247047E-4
14,P,6.353044806724216E-4
7,P,5.423131928519717E-4
8,P,2.422131834881448E-4
