0,P,0.9939473858367149
8,P,0.002413958415612104
7,P,0.0010183887132977942
12,P,0.0010183887132977942
9,P,3.5762347305530695E-4
6,P,3.5762347305530695E-4
5,P,3.5762347305530695E-4
4,P,2.473188929771657E-4
2,3,P,1.629421950010888E-4
2,11,P,4.0735548672913244E-5
3,10,P,2.413958442423592E-5
1,2,P,1.71853096303955E-5
2,14,P,1.3348224112312126E-5
2,13,P,1.3348224112312126E-5
10,11,P,6.034893465119643E-6
10,13,P,1.9775147578185686E-6
10,14,P,1.9775147578185593E-6
