2,P,0.9612253576206312
3,57,P,0.009612253649356549
3,28,P,0.00961225361957745
3,17,P,0.002403063412362468
3,20,P,0.002403063412312738
3,47,P,0.0014240375774805015
3,16,P,0.001424037576906116
19,P,0.001290878299872797
3,41,P,0.0010137923770952798
3,25,P,0.0010137923770952785
3,29,P,0.0010137923770952536
3,43,P,0.0010137923770946091
3,27,P,6.438248597017171E-4
3,49,P,6.43824859660169E-4
3,36,P,5.445608865639987E-4
3,51,P,5.445608846999386E-4
3,31,P,5.445608839645854E-4
3,11,P,4.718365791961082E-4
3,8,P,4.718365790610027E-4
3,30,P,4.7183657885305425E-4
3,23,P,4.1625794200678964E-4
3,38,P,3.3690362636532543E-4
3,9,P,3.0758829224328455E-4
3,15,P,2.8296752422447824E-4
3,4,P,2.6199697844416463E-4
3,60,P,2.4392079902032718E-4
3,61,P,2.2817829371013705E-4
52,P,6.155387827340019E-5
59,P,3.253889407778884E-5
39,P,1.8821006893958503E-5
45,P,1.1643997089639224E-5
13,P,7.590671946883714E-6
18,P,7.09663784192869E-7
7,P,5.711631521842723E-7
22,P,5.711631521842723E-7
14,P,4.6488051480759163E-7
12,P,3.82218259831808E-7
10,P,3.82218259831808E-7
