1,3,P,0.55
1,34,7,P,0.14
3,6,P,0.1
1,33,7,P,0.06
1,24,P,0.03
3,28,P,0.02
1,23,P,0.02
6,34,P,0.01
6,33,P,0.01
6,24,P,0.01
6,23,P,0.01
3,5,P,0.01
19,P,0.01
1,4,7,P,0.01
1,2,P,0.01
1,10,7,P,0.0
