0,3,P,0.74
16,3,P,0.06
1,14,3,P,0.06
1,3,4,P,0.02
1,3,15,P,0.02
0,6,P,0.02
0,11,P,0.02
1,9,3,P,0.01
1,8,3,P,0.01
1,10,3,P,0.01
0,5,P,0.0
