1,P,0.63
5,9,P,0.05
5,16,P,0.05
16,19,P,0.05
10,9,P,0.05
16,9,P,0.04
13,P,0.02
12,P,0.02
0,10,19,P,0.02
5,2,3,P,0.01
5,19,3,P,0.01
5,10,3,P,0.01
18,P,0.01
16,20,P,0.01
10,19,3,P,0.01
0,10,20,P,0.0
