algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.317083333333,0.272083333333,5.9375,7.4375,14.1875,1.5,1.5,7.4375
randomForest,0,0,10,0.084375,0.084375,1.625,2.0,14.1875,1.5,0.375,2.0
0.0,0.6,0.0,10,0.0,0.0,0.0,0,14.1875,1.5,0,0
0.1,0.6,0.1,10,0.1621875,0.153125,2.75,3.375,14.1875,1.5,0.625,3.375
0.2,0.6,0.2,10,0.3734375,0.32375,5.6875,7.0625,14.1875,1.5,1.375,7.0625
uniform,0,0,20,0.293958333333,0.255729166667,12.0625,15.3125,33.125,2.0,3.25,15.3125
randomForest,0,0,20,0.148125,0.144791666667,6.1875,7.6875,33.125,2.0,1.5,7.6875
0.0,0.6,0.0,20,0.0,0.0,0.0,0,33.125,2.0,0,0
0.1,0.6,0.1,20,0.307083333333,0.282916666667,8.0,10.0,33.125,2.0,2.0,10.0
0.2,0.6,0.2,20,0.396770833333,0.3515625,10.5625,13.5625,33.125,2.0,3.0,13.5625
uniform,0,0,30,0.320104166667,0.2765625,18.8125,22.0625,58.1875,2.0625,3.25,22.0625
randomForest,0,0,30,0.196979166667,0.2,11.0625,12.8125,58.1875,2.0625,1.75,12.8125
0.0,0.6,0.0,30,0.0,0.0,0.0,0,58.1875,2.0625,0,0
0.1,0.6,0.1,30,0.2315625,0.2275,8.4375,9.9375,58.1875,2.0625,1.5,9.9375
0.2,0.6,0.2,30,0.408645833333,0.386145833333,16.5625,19.5625,58.1875,2.0625,3.0,19.5625
uniform,0,0,40,0.359791666667,0.317604166667,21.75,26.875,63.625,2.0625,5.125,26.875
randomForest,0,0,40,0.2103125,0.2134375,12.0625,14.625,63.625,2.0625,2.5625,14.625
0.0,0.6,0.0,40,0.0,0.0,0.0,0,63.625,2.0625,0,0
0.1,0.6,0.1,40,0.271770833333,0.2678125,10.9375,13.4375,63.625,2.0625,2.5,13.4375
0.2,0.6,0.2,40,0.485729166667,0.446666666667,21.6875,26.8125,63.625,2.0625,5.125,26.8125
