0,P,0.9974671449087849
9,P,5.651223720398077E-4
3,P,5.651223720398077E-4
2,P,2.5549875747612994E-4
5,8,P,1.6351920501847829E-4
5,10,P,1.635192050184521E-4
8,10,P,1.6351920501842288E-4
5,6,P,1.6351920501115325E-4
4,8,P,1.635192050033043E-4
7,10,P,1.63519205003304E-4
1,P,1.3724174026966192E-4
8,11,P,1.724616505991391E-5
12,P,1.1335992595375602E-5
6,7,11,P,1.7246166127382949E-7
