0,P,0.6916912621414909
1,5,P,0.0691691267398612
3,5,P,0.06916912671527867
10,P,0.056663344593756534
5,22,P,0.017292281684943286
5,11,P,0.01729228168389698
2,5,P,0.01729184901145272
6,11,P,0.010247278035496125
5,20,P,0.010247278034181339
5,14,P,0.007295181336016609
7,11,P,0.007295181332516704
19,P,0.005805367556162651
4,P,0.005805365706474643
5,18,P,0.005666334862578545
9,P,0.0027019190081911744
13,P,0.0027019190081911744
11,17,P,0.002177440575810074
16,P,8.26151620442397E-4
15,P,3.3319396589656506E-4
11,12,P,3.281163873617029E-4
