27,P,0.1314084883126635
1,3,P,0.12459471531400751
1,82,P,0.031148678826463654
1,66,P,0.031148678826463654
1,65,P,0.031148678826463654
0,1,P,0.03114867882633754
1,61,P,0.031148678795267254
1,46,P,0.031148678795267254
1,80,P,0.031148678795199954
1,52,P,0.031148678795199954
1,51,P,0.031148678795199954
1,49,P,0.031148678795199954
1,67,P,0.018458476343363252
1,55,P,0.018458476343363246
1,71,P,0.018458476339610595
1,60,P,0.018458476339610584
1,70,P,0.018458476339610543
1,58,P,0.018458476339610543
1,59,P,0.013140848880712883
1,63,P,0.01314084888071264
1,8,P,0.01314084876683326
1,78,P,0.01314084876683326
1,14,P,0.01314084876683326
1,77,P,0.01314084795160304
1,50,P,0.01314084795160304
17,P,0.010457239904591731
1,64,P,0.010206799077953566
1,7,P,0.010206799077115317
1,75,P,0.010206799076886663
1,57,P,0.010206799073485361
1,72,P,0.008345303594286334
1,9,P,0.008345303594267134
1,73,P,0.008345303594267134
1,62,P,0.008345303594267134
1,12,P,0.00834530359425409
1,69,P,0.008345303584892022
1,53,P,0.007058636930053856
1,74,P,0.007058636930038773
1,2,P,0.007058636930038773
1,76,P,0.0070586369300374785
1,6,P,0.0070586369300374785
1,81,P,0.007058636930037343
1,56,P,0.0070586369125356435
1,68,P,0.006115979291938477
1,54,P,0.006115979291912649
1,11,P,0.006115979291912649
1,79,P,0.006115978950009108
1,15,P,0.005395565050854928
1,30,P,0.00539556503924916
1,24,P,0.005395564732195714
1,10,P,0.005395564172399646
1,5,P,0.004826738138901338
1,4,P,0.004366968756897019
1,34,P,0.003396016934484063
1,16,P,0.003161718621285189
1,29,P,0.0027783314711069696
1,13,P,0.0027783314711069696
1,25,P,0.002619544042152721
1,28,P,0.0026195397416141344
1,26,P,0.002477896647913342
1,83,P,0.0016661436556459686
31,P,8.637546703619205E-4
32,P,4.51881135683025E-4
23,P,3.743925160162394E-4
35,P,3.136640000006311E-4
33,P,2.6539640327815863E-4
