0,P,0.48771507514770635
3,4,P,0.2975061975280381
1,2,4,P,0.18147878048295668
2,4,8,P,0.00511805489259402
1,4,8,P,0.005118039441886911
3,6,P,0.004435297821197149
1,4,9,P,0.004184552785860321
2,4,9,P,0.004184359980017954
1,4,5,P,0.002705444026468585
1,2,6,P,0.0027025978143827858
4,8,P,0.0022479048754339764
4,9,P,0.0015545657602878918
2,6,P,6.872765659176176E-4
7,P,1.4967725958402493E-4
1,6,8,P,7.623902502804859E-5
1,6,9,P,6.237477476423272E-5
6,8,P,4.242443404041546E-5
6,9,P,3.113738383465037E-5
