0,P,0.8898996346627711
3,4,P,0.08898996397117241
1,2,4,P,0.008898996396668732
3,6,P,0.0038537038879070296
4,8,P,0.0019531404896203524
4,9,P,0.0013507178899683418
7,P,7.933068643202578E-4
2,4,8,P,7.290052543103117E-4
1,4,8,P,7.290030535432425E-4
2,6,P,5.971550233867342E-4
1,4,9,P,5.960391265528004E-4
2,4,9,P,5.960116636835861E-4
1,4,5,P,3.85357904893126E-4
1,2,6,P,3.849524962742322E-4
6,8,P,1.0707353762258825E-4
6,9,P,7.858654841010477E-5
1,6,8,P,3.154376967992806E-5
1,6,9,P,2.5807459214968757E-5
