1,P,0.9299168559688691
3,P,0.05811980340110092
0,2,P,0.009299168594023775
2,6,P,0.0023247921440910408
7,P,3.1819729322285685E-4
2,4,P,1.3640144607538048E-5
2,5,P,7.542454084782228E-6
