1,P,0.6690704386585697
27,48,P,0.04837050257344523
27,52,P,0.048370502573427836
27,55,P,0.048370502572765005
27,50,P,0.04837050257276359
6,27,P,0.048370502555104285
27,54,P,0.048370502516601986
49,P,0.01886910022793772
27,47,P,0.012092625643335053
27,32,P,0.0020946810454371685
4,27,P,0.001547836857121005
27,59,P,0.0014239409256205518
10,27,P,0.0013184136171328622
8,27,P,0.0013184136162910514
9,27,P,0.0010169676799532048
27,58,P,8.68111076022742E-4
22,P,3.8419518807726596E-5
26,P,2.8500763896927957E-5
29,P,2.1589029803819016E-5
31,P,2.158902980381901E-5
24,P,1.6652854132795784E-5
18,P,1.6652854132795784E-5
23,P,1.305123789274677E-5
