2,P,0.6926520156275563
3,57,P,0.076191722298858
3,28,P,0.07619172206281337
3,17,P,0.019047930574899435
3,20,P,0.019047930574505247
3,47,P,0.011287662561193016
3,16,P,0.011287662556640137
19,P,0.010232172863240454
3,41,P,0.00803584571132425
3,25,P,0.008035845711324237
3,29,P,0.008035845711324041
3,43,P,0.008035845711318932
3,27,P,0.005103290727536946
3,49,P,0.0051032907272076135
3,36,P,0.004316472843668824
3,51,P,0.004316472828893315
3,31,P,0.004316472823064523
3,11,P,0.003740022155466062
3,8,P,0.003740022154395145
3,30,P,0.0037400221527468373
3,23,P,0.0032994769675266018
3,38,P,0.0026704733851070825
3,9,P,0.002438104798300773
3,15,P,0.00224294778433672
3,4,P,0.0020767243305209646
3,60,P,0.0019334431299694631
3,61,P,0.0018086598443179665
52,P,4.8790805683103896E-4
59,P,2.5792019977050875E-4
39,P,1.4918509050636337E-4
45,P,9.22963776306393E-5
13,P,6.016761418664922E-5
18,P,5.625164289583566E-6
7,P,4.527336238310521E-6
22,P,4.527336238310521E-6
14,P,3.6848847708821354E-6
12,P,3.029660740653396E-6
10,P,3.029660740653396E-6
