1,P,0.9077714963952767
26,37,P,0.01800661506577858
26,30,P,0.018006615065528246
16,26,P,0.018006615054045737
34,P,0.01341001694016284
12,26,P,0.004501653755798821
14,26,P,0.004501089812245822
33,P,0.003592790125293841
24,P,0.003592790125293841
11,26,P,0.001452900634601799
35,P,0.0013739053905024395
32,P,0.0013739049402503188
7,26,P,6.976131611523025E-4
20,26,P,5.762045220840858E-4
23,26,P,5.30082482778811E-4
22,26,P,4.907954830147628E-4
21,26,P,3.78580845364703E-4
19,26,P,3.581119011077069E-4
3,26,P,3.5811184312871977E-4
10,26,P,3.3974298242735526E-4
26,41,P,3.231666462308957E-4
39,P,1.955180520569592E-4
9,P,7.885409113443908E-5
8,P,7.885409113443908E-5
13,P,3.970593605536807E-6
