0,P,0.9984449547001397
10,P,0.00102299687810919
9,P,2.4843800025411115E-4
2,4,P,1.6367950137486439E-4
2,6,P,4.09198752660071E-5
2,7,P,2.424881499806838E-5
1,2,P,1.726307241201086E-5
2,8,P,1.7263072371534625E-5
2,19,P,1.0963186735309251E-5
2,5,P,9.272898339169194E-6
