2,P,0.5413850914278757
3,57,P,0.11369087006505309
3,28,P,0.11369086971283476
3,17,P,0.028422717516539218
3,20,P,0.02842271751595103
3,47,P,0.01684309185910074
3,16,P,0.016843091852307077
19,P,0.015268123627850693
3,41,P,0.011990833952347507
3,25,P,0.011990833952347492
3,29,P,0.011990833952347197
3,43,P,0.011990833952339575
3,27,P,0.007614968470364783
3,49,P,0.007614968469873365
3,36,P,0.006440903793773907
3,51,P,0.00644090377172636
3,31,P,0.006440903763028822
3,11,P,0.00558074237053813
3,8,P,0.005580742368940143
3,30,P,0.00558074236648059
3,23,P,0.004923374821825293
3,38,P,0.0039847956376088175
3,9,P,0.0036380626066087798
3,15,P,0.003346855503692254
3,4,P,0.003098822141020589
3,60,P,0.002885022480595933
3,61,P,0.0026988248217525213
52,P,7.28040918609102E-4
59,P,3.8486033698310234E-4
39,P,2.2260925765496653E-4
45,P,1.3772172566884423E-4
13,P,8.978020446613673E-5
18,P,8.39369163795904E-6
7,P,6.755547459494591E-6
22,P,6.755547459494591E-6
14,P,5.49846811505051E-6
12,P,4.520763610720746E-6
10,P,4.520763610720746E-6
