0,P,0.7911961469768262
1,30,P,0.08703157665705746
33,34,P,0.015694218742890446
30,34,P,0.015694218742887643
30,33,P,0.015694218742887643
22,33,P,0.015694218741436564
16,P,0.004930838048349118
12,P,0.004930838048349118
9,30,P,0.003923554685694168
26,30,P,0.00392355468548023
19,30,P,0.00392355468548023
28,30,P,0.003923554685434403
30,31,P,0.003923554681664866
33,36,P,0.003923554681361175
18,30,P,0.00232506944316389
13,30,P,0.0023250694427304147
29,30,P,0.00232506944228683
7,P,0.0022292924318831893
2,P,0.0022292924318831893
14,33,P,0.0016552496330310036
17,30,P,0.0012856703994053823
25,30,P,0.0012856703986792708
20,30,P,0.0012856703986792708
23,33,P,0.0010511924204828329
21,30,P,0.0010511924204460283
23,30,P,0.0010511924200009978
15,30,P,0.0010511924194491111
30,37,P,0.001051192418066555
27,P,7.175313862584442E-4
24,P,7.17531386258444E-4
6,P,4.6391209697787926E-4
5,P,3.1724666075369767E-4
35,P,3.1724666075369767E-4
4,P,2.2652239179062004E-4
3,P,2.2652239179062004E-4
11,P,2.2652239179062004E-4
10,P,9.890945361296194E-5
8,P,7.843625402577968E-5
