11,P,0.37785659644615394
0,13,P,0.2304925246831956
1,P,0.1626049537415525
0,10,P,0.05762313106136952
0,4,P,0.02430975840762658
0,17,P,0.02430975840762658
13,16,P,0.019837471383907967
13,14,P,0.019837471383907967
0,19,P,0.015438295986786288
0,18,P,0.01305804166907085
0,9,P,0.011314181496531234
8,P,0.008293148919220502
13,15,P,0.006500342304359686
10,16,P,0.004959367847251264
10,14,P,0.004959367847251264
5,P,0.0032128518239992548
2,P,0.0032128518239992548
3,P,0.0025357526968677905
13,20,P,0.002160913271808102
6,P,0.0020523434909457336
12,P,0.0020523434909457336
10,15,P,0.0016250856559319627
7,P,0.001212744884429997
10,20,P,5.407012752602664E-4
