0,P,0.5773365368519502
1,30,P,0.12124067342096352
33,34,P,0.04173859249305066
30,34,P,0.04173859249304321
30,33,P,0.04173859249304321
22,33,P,0.04173859248918407
9,30,P,0.01043464812318702
26,30,P,0.010434648122618054
19,30,P,0.010434648122618054
28,30,P,0.010434648122496178
30,31,P,0.010434648112471138
33,36,P,0.010434648111663475
16,P,0.006868979610322605
12,P,0.006868979610322605
18,30,P,0.006183495183551185
13,30,P,0.0061834951823983636
29,30,P,0.0061834951812186545
14,33,P,0.004402117176979568
17,30,P,0.0034192254969982556
25,30,P,0.0034192254950671714
20,30,P,0.0034192254950671714
7,P,0.003105550032246347
2,P,0.003105550032246347
23,33,P,0.002795634034997265
21,30,P,0.0027956340348993833
23,30,P,0.0027956340337158304
15,30,P,0.002795634032248094
30,37,P,0.002795634028571202
27,P,9.99568108635394E-4
24,P,9.99568108635394E-4
6,P,6.462598657422857E-4
5,P,4.4194532912912875E-4
35,P,4.4194532912912875E-4
4,P,3.155604940243841E-4
3,P,3.155604940243841E-4
11,P,3.155604940243841E-4
10,P,1.3778733218850205E-4
8,P,1.0926682732837911E-4
