1,P,0.6669204555403406
27,48,P,0.04821506936649969
27,52,P,0.04821506936648235
27,55,P,0.04821506936582165
27,50,P,0.04821506936582024
6,27,P,0.04821506934821768
27,54,P,0.048215069309839105
49,P,0.018808466482068492
27,47,P,0.012053767341598753
27,32,P,0.00273151768435513
4,27,P,0.0018679505747549432
27,59,P,0.0016899086961908753
11,27,P,0.0015428630440579047
8,27,P,0.001542863040498738
9,27,P,0.0012235068570216432
27,58,P,0.0011445401077463902
10,27,P,8.653215490227622E-4
22,P,1.1059827063789334E-4
26,P,5.28945494543078E-5
29,P,3.829606197556898E-5
31,P,3.8296061975568965E-5
18,P,2.8409179875733003E-5
24,P,2.8409179875733E-5
23,P,2.1519655868078833E-5
