2,P,0.6761082729931379
3,57,P,0.06761082781383915
3,28,P,0.06761082760437842
19,P,0.05538678620384692
3,17,P,0.016902706953623888
3,20,P,0.0169027069532741
3,47,P,0.010016418933963095
3,16,P,0.010016418929922973
3,41,P,0.007130829496094288
3,25,P,0.007130829496094278
3,29,P,0.0071308294960941015
3,43,P,0.0071308294960895705
3,27,P,0.004528545887308731
3,49,P,0.004528545887016488
3,36,P,0.0038303413204347487
3,51,P,0.0038303413073232924
3,31,P,0.0038303413021509533
3,11,P,0.003318811891156705
3,8,P,0.003318811890206397
3,30,P,0.003318811888743726
3,23,P,0.002927881958779567
52,P,0.0026410479564823296
3,38,P,0.002369718268261555
3,9,P,0.0021635195889577537
3,15,P,0.0019903416259235153
3,4,P,0.0018428386561064494
3,60,P,0.0017156941279718898
3,61,P,0.00160496423520039
59,P,0.001396122910869059
39,P,8.075393978499213E-4
45,P,4.996006032680342E-4
13,P,3.256874984318934E-4
18,P,3.0449033263303444E-5
7,P,2.4506486320718907E-5
22,P,2.4506486320718907E-5
14,P,1.994629368742166E-5
12,P,1.6399563802875016E-5
10,P,1.6399563802875016E-5
