0,P,0.9965146584365733
5,P,0.0024201934431255386
6,P,5.645827323612542E-4
2,P,2.4795769441315224E-4
1,3,P,1.6336305936327526E-4
3,8,P,4.0840764763260046E-5
3,7,P,2.420193470009467E-5
3,4,P,2.420193470009467E-5
