2,P,0.7040523388350837
3,58,P,0.07744575786122936
3,28,P,0.07744575762129968
3,17,P,0.019361439465495317
3,20,P,0.01936143946509464
3,47,P,0.011473445607443908
3,16,P,0.011473445602816093
19,P,0.010400583659895027
3,41,P,0.008168107274545021
3,43,P,0.006344356483986089
3,29,P,0.006344356483285022
3,25,P,0.00634435648323119
3,49,P,0.004387517431547462
3,51,P,0.004387517428859301
3,27,P,0.0038015789760417543
3,36,P,0.003353782891151948
3,31,P,0.003353782885611723
3,11,P,0.0030004073349279023
3,8,P,0.0030004073290666703
3,30,P,0.0030004073183678777
3,23,P,0.0024782334502317397
3,38,P,0.002110905085382502
3,9,P,0.001965265566509667
3,15,P,0.0018384286340479756
3,4,P,0.0016282612099983995
3,61,P,0.0014612215923227887
3,62,P,0.0014612213786847604
52,P,2.621652948150526E-4
60,P,1.5164052008881515E-4
39,P,6.115790979379062E-5
45,P,4.157447195116862E-5
13,P,2.9249282700821913E-5
18,P,2.137964077795787E-6
7,P,1.8025727867312178E-6
22,P,1.8025727867312178E-6
14,P,1.5304617214622887E-6
12,P,1.307796559862761E-6
10,P,1.307796559862761E-6
