2,P,0.5661980490944938
1,5,P,0.11890159121634354
3,5,P,0.1189015912135523
5,11,P,0.04093333468104228
5,15,P,0.04093333468046915
5,8,P,0.04093333468046865
5,6,P,0.04093333456777862
16,P,0.015967898475441233
5,17,P,0.010233333663633014
5,12,P,0.006064197726777545
