0,P,0.6522340304382817
5,7,P,0.06522340354107874
6,9,P,0.06522340354104479
5,6,P,0.06522340354018497
1,6,P,0.06522340349859164
5,8,P,0.06522340333812057
6,10,P,0.016305850884692767
5,11,P,0.005343101218004994
