1,P,0.6750566538048401
2,P,0.07119738058096281
3,12,P,0.048803276398403164
3,11,P,0.048803276396224775
8,12,P,0.04880327639388212
13,P,0.024510573642626543
3,17,P,0.012200819086982688
3,10,P,0.012200819086982688
3,18,P,0.012200818993628758
12,19,P,0.012200818993628758
16,P,0.008031624908689082
4,P,0.008031624702087983
3,6,P,0.007230115008737895
3,7,P,0.005147220550723171
5,P,0.003631196155405163
14,P,0.0019505052961945176
