0,P,0.8697199331753659
4,P,0.12884739644338616
3,P,0.0012757167964691702
1,2,P,8.611088479075354E-5
2,8,P,2.1527721156806105E-5
2,7,P,2.1527721156806105E-5
1,5,P,1.2757168106383726E-5
1,6,P,5.767672198221604E-6
5,8,P,3.189290630925381E-6
5,7,P,3.189290630925381E-6
6,8,P,1.4419180541899077E-6
6,7,P,1.4419180541899077E-6
