algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.714537037037,0.361537037037,4.33333333333,8.38888888889,9.72222222222,2.5,2.0,8.38888888889
randomForest,0,0,10,0.816666666667,0.492231481481,4.61111111111,8.38888888889,9.72222222222,2.5,2.0,8.38888888889
0.0,0.6,0.0,10,0.958425925926,0.488138888889,1.72222222222,8.38888888889,9.72222222222,2.5,2.0,8.38888888889
0.1,0.6,0.1,10,0.863888888889,0.453759259259,3.33333333333,8.38888888889,9.72222222222,2.5,2.0,8.38888888889
0.2,0.6,0.2,10,0.829166666667,0.457555555556,4.33333333333,8.38888888889,9.72222222222,2.5,2.0,8.38888888889
uniform,0,0,20,0.768611111111,0.383898148148,7.5,15.1666666667,16.4444444444,3.38888888889,3.94444444444,15.1666666667
randomForest,0,0,20,0.786111111111,0.462351851852,9.77777777778,15.1666666667,16.4444444444,3.38888888889,3.94444444444,15.1666666667
0.0,0.6,0.0,20,0.958055555556,0.524203703704,5.44444444444,15.1666666667,16.4444444444,3.38888888889,3.94444444444,15.1666666667
0.1,0.6,0.1,20,0.876574074074,0.480796296296,7.5,15.1666666667,16.4444444444,3.38888888889,3.94444444444,15.1666666667
0.2,0.6,0.2,20,0.834351851852,0.464064814815,8.22222222222,15.1666666667,16.4444444444,3.38888888889,3.94444444444,15.1666666667
uniform,0,0,30,0.777592592593,0.371814814815,11.0555555556,19.0,19.3888888889,3.61111111111,3.94444444444,19.0
randomForest,0,0,30,0.783703703704,0.4375,12.7222222222,19.0,19.3888888889,3.61111111111,3.94444444444,19.0
0.0,0.6,0.0,30,0.966666666667,0.49425,5.94444444444,19.0,19.3888888889,3.61111111111,3.94444444444,19.0
0.1,0.6,0.1,30,0.873055555556,0.447185185185,8.77777777778,19.0,19.3888888889,3.61111111111,3.94444444444,19.0
0.2,0.6,0.2,30,0.832592592593,0.443212962963,10.2777777778,19.0,19.3888888889,3.61111111111,3.94444444444,19.0
uniform,0,0,40,0.764259259259,0.380046296296,10.5,19.4444444444,19.3888888889,3.61111111111,5.83333333333,19.4444444444
randomForest,0,0,40,0.782962962963,0.426453703704,11.1111111111,19.4444444444,19.3888888889,3.61111111111,5.83333333333,19.4444444444
0.0,0.6,0.0,40,0.965648148148,0.512296296296,4.83333333333,19.4444444444,19.3888888889,3.61111111111,5.83333333333,19.4444444444
0.1,0.6,0.1,40,0.878518518519,0.459944444444,7.0,19.4444444444,19.3888888889,3.61111111111,5.83333333333,19.4444444444
0.2,0.6,0.2,40,0.840555555556,0.446055555556,7.88888888889,19.4444444444,19.3888888889,3.61111111111,5.83333333333,19.4444444444
