0,1,P,0.54
2,8,P,0.08
0,2,31,P,0.08
1,8,P,0.03
0,2,29,P,0.03
2,29,P,0.02
1,6,P,0.02
1,25,P,0.02
1,13,P,0.02
0,2,10,P,0.02
3,P,0.01
2,10,P,0.01
12,P,0.01
1,30,P,0.01
1,29,P,0.01
1,26,P,0.01
1,21,P,0.01
1,17,P,0.01
1,15,P,0.01
1,10,P,0.01
0,22,31,P,0.0
