0,P,0.49
8,P,0.21
20,5,P,0.13
20,9,P,0.04
16,P,0.02
7,P,0.01
2,5,P,0.01
19,5,P,0.01
17,P,0.01
13,5,P,0.01
12,P,0.01
10,5,P,0.01
1,P,0.01
10,9,P,0.0
