0,P,0.7
9,6,P,0.07
3,P,0.06
8,9,P,0.05
8,5,P,0.03
9,11,P,0.02
2,9,P,0.02
9,7,P,0.01
9,12,P,0.01
8,7,P,0.01
2,5,P,0.01
1,5,6,P,0.0
