0,P,0.9953900852013214
6,P,0.0024174622391766264
7,P,0.0010198668888738186
9,P,5.639455970973386E-4
10,P,3.5814255255849987E-4
11,P,1.8151439601164063E-4
1,4,P,4.079467576296219E-5
4,8,P,1.721025358021528E-5
1,5,P,6.043655670188033E-6
5,8,P,2.5496672360641052E-6
2,8,P,1.4098639947844492E-6
3,8,P,9.750087164065873E-7
