0,P,0.4083969223994774
20,29,P,0.27994158454625073
13,29,P,0.0699853961392515
28,29,P,0.041472827339530324
18,29,P,0.041472827339530324
4,29,P,0.01585946886777474
27,29,P,0.013741489194664063
21,29,P,0.013741489194414286
10,29,P,0.010845510405215843
17,29,P,0.009811781758512597
11,29,P,0.009811781743221934
12,29,P,0.00895801943357532
26,29,P,0.008240977017967218
14,29,P,0.007630245200252991
23,29,P,0.007630245191014674
22,29,P,0.0055673813250222415
1,29,P,0.005281816234359416
25,29,P,0.005024112852443486
24,29,P,0.005024078608509127
3,29,P,0.0050240703452278
9,29,P,0.004790275970471353
7,29,P,0.0045774136155563245
2,29,P,0.004382148980286411
19,29,P,0.004382025989496905
5,29,P,0.004203115730224513
6,29,P,0.004202994577748303
