algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.527777777778,0.243481481481,1.66666666667,5.05555555556,9.72222222222,2.5,1.33333333333,5.05555555556
randomForest,0,0,10,0.298055555556,0.162592592593,0.611111111111,3.05555555556,9.72222222222,2.5,0.666666666667,3.05555555556
0.0,0.6,0.0,10,0.736759259259,0.383324074074,0.666666666667,6.88888888889,9.72222222222,2.5,1.55555555556,6.88888888889
0.1,0.6,0.1,10,0.559722222222,0.305092592593,1.72222222222,6.11111111111,9.72222222222,2.5,1.33333333333,6.11111111111
0.2,0.6,0.2,10,0.370833333333,0.201759259259,0.888888888889,3.83333333333,9.72222222222,2.5,0.888888888889,3.83333333333
uniform,0,0,20,0.436574074074,0.236240740741,1.5,7.38888888889,16.4444444444,3.38888888889,2.16666666667,7.38888888889
randomForest,0,0,20,0.243055555556,0.179444444444,1.16666666667,3.72222222222,16.4444444444,3.38888888889,1.11111111111,3.72222222222
0.0,0.6,0.0,20,0.572777777778,0.387018518519,0.722222222222,8.88888888889,16.4444444444,3.38888888889,2.38888888889,8.88888888889
0.1,0.6,0.1,20,0.490555555556,0.332592592593,2.16666666667,8.05555555556,16.4444444444,3.38888888889,2.16666666667,8.05555555556
0.2,0.6,0.2,20,0.433981481481,0.281796296296,2.44444444444,7.38888888889,16.4444444444,3.38888888889,1.94444444444,7.38888888889
uniform,0,0,30,0.3875,0.224055555556,2.27777777778,8.22222222222,19.3888888889,3.61111111111,1.94444444444,8.22222222222
randomForest,0,0,30,0.257314814815,0.157111111111,1.05555555556,4.5,19.3888888889,3.61111111111,1.11111111111,4.5
0.0,0.6,0.0,30,0.636944444444,0.390787037037,1.44444444444,13.1666666667,19.3888888889,3.61111111111,2.61111111111,13.1666666667
0.1,0.6,0.1,30,0.496851851852,0.304537037037,2.22222222222,10.6666666667,19.3888888889,3.61111111111,2.16666666667,10.6666666667
0.2,0.6,0.2,30,0.48712962963,0.312138888889,3.72222222222,10.6666666667,19.3888888889,3.61111111111,2.16666666667,10.6666666667
uniform,0,0,40,0.385462962963,0.214962962963,1.5,7.44444444444,19.3888888889,3.61111111111,2.83333333333,7.44444444444
randomForest,0,0,40,0.3575,0.196138888889,1.55555555556,6.33333333333,19.3888888889,3.61111111111,2.27777777778,6.33333333333
0.0,0.6,0.0,40,0.693981481481,0.427666666667,0.944444444444,13.8888888889,19.3888888889,3.61111111111,4.16666666667,13.8888888889
0.1,0.6,0.1,40,0.60212962963,0.355055555556,2.61111111111,13.0555555556,19.3888888889,3.61111111111,3.83333333333,13.0555555556
0.2,0.6,0.2,40,0.497037037037,0.304185185185,2.11111111111,11.1111111111,19.3888888889,3.61111111111,3.27777777778,11.1111111111
