0,P,0.9886423783851626
9,P,0.010997318978735637
1,P,1.4857357787763693E-4
5,P,1.0888434632411522E-4
10,11,P,2.4471346090683215E-5
4,11,P,2.4471346083588335E-5
2,11,P,1.4501538425363064E-5
8,11,P,1.4501538425231802E-5
7,11,P,1.0323849132905478E-5
6,11,P,8.018770684251316E-6
3,11,P,6.556323058147904E-6
