0,P,0.9925032036839712
11,P,0.002410451008777999
9,P,0.001294779256648092
7,P,0.001294779256648092
10,P,0.001294779256648092
5,6,P,3.856721586059338E-4
4,5,P,3.856708068857335E-4
5,8,P,1.2637705115707483E-4
4,6,P,7.555382764047781E-5
2,6,P,7.555382760039884E-5
3,6,P,5.713644800754704E-5
2,8,P,2.0833898438962362E-5
6,8,P,2.08338984389615E-5
4,12,P,2.0833898438960322E-5
6,12,P,2.083389843895708E-5
1,8,P,8.464683937728572E-6
8,12,P,4.243139715385526E-6
