0,P,0.72
5,P,0.06
23,P,0.06
13,35,P,0.06
30,P,0.02
12,P,0.02
28,37,35,P,0.01
17,P,0.01
14,35,27,P,0.01
14,35,22,P,0.01
14,35,1,P,0.01
10,14,35,P,0.01
10,31,35,P,0.0
