44,P,0.15
45,P,0.07
0,1,P,0.05
53,P,0.04
47,P,0.04
22,P,0.04
56,32,P,0.03
0,55,P,0.03
0,49,P,0.03
0,31,P,0.03
42,P,0.02
4,P,0.02
33,P,0.02
30,P,0.02
1,43,P,0.02
1,13,P,0.02
0,56,12,P,0.02
56,43,12,P,0.01
56,36,12,P,0.01
56,20,P,0.01
56,14,12,P,0.01
56,13,12,P,0.01
55,43,P,0.01
55,32,P,0.01
55,13,P,0.01
51,P,0.01
49,43,P,0.01
49,32,P,0.01
49,13,P,0.01
31,43,P,0.01
31,32,P,0.01
31,13,P,0.01
3,P,0.01
1,50,P,0.01
1,5,P,0.01
1,38,P,0.01
1,37,P,0.01
1,36,P,0.01
1,32,P,0.01
1,21,P,0.01
1,14,P,0.01
0,56,32,P,0.01
0,46,P,0.01
0,2,P,0.01
0,19,12,P,0.01
0,16,P,0.01
0,10,12,P,0.01
0,11,P,0.0
