2,4,P,0.74
6,4,1,P,0.09
0,4,14,P,0.04
0,6,4,P,0.03
6,4,9,P,0.02
6,4,7,P,0.02
2,11,P,0.02
5,4,P,0.01
13,P,0.01
0,8,4,P,0.01
0,10,4,P,0.01
0,11,14,P,0.0
