2,4,P,0.62
6,4,1,P,0.13
0,6,4,P,0.13
0,8,4,P,0.03
0,4,14,P,0.03
5,4,P,0.02
6,4,9,P,0.01
6,4,7,P,0.01
0,12,4,P,0.01
0,10,4,P,0.01
0,11,14,P,0.0
