12,P,0.37
8,P,0.06
6,P,0.06
3,5,P,0.06
2,5,P,0.06
0,4,P,0.06
0,2,P,0.06
2,1,P,0.04
0,5,P,0.04
9,5,P,0.02
2,18,P,0.02
11,P,0.02
10,P,0.02
3,18,P,0.01
3,1,4,P,0.01
2,7,P,0.01
2,17,P,0.01
2,16,P,0.01
2,13,P,0.01
19,5,P,0.01
15,5,P,0.01
14,5,P,0.01
0,7,P,0.01
0,18,P,0.01
14,18,P,0.0
