0,P,0.7523082990023913
2,7,P,0.05438819034180869
15,P,0.03836909254140114
3,P,0.01618696139776861
4,P,0.01618696132448336
2,18,P,0.013597047583560059
7,13,P,0.013597047559630666
7,17,P,0.013597047559630659
9,P,0.008950742169311385
16,P,0.008950742169311385
14,P,0.008950742169311385
6,7,P,0.008057509681213465
2,5,P,0.008057509673468743
7,10,P,0.005736254437126167
11,P,0.005684310176934292
1,P,0.005684310176934292
7,8,P,0.0036428989625777127
13,18,P,0.0033992618967648405
17,18,P,0.0033992618967647282
12,P,0.002880931364799808
6,18,P,0.0020143769427227623
5,17,P,0.002014376778725534
5,13,P,0.0020143766727031805
10,18,P,0.0014210227757050571
8,18,P,9.107247449507748E-4
