0,P,0.7401888594986948
6,7,P,0.05351201446625719
8,P,0.037750979771958834
5,P,0.03775097906786393
4,P,0.01592619476835741
6,18,P,0.013378003614702667
7,17,P,0.013378003591158767
7,10,P,0.013378003591158762
16,P,0.008806548653995919
13,P,0.008806548653995919
6,12,P,0.00792770584016324
6,9,P,0.007927705832631037
7,15,P,0.005643845262950893
3,P,0.00559273780773279
2,P,0.0038677263310009356
7,11,P,0.0035842130642404248
10,18,P,0.0033445009045364057
17,18,P,0.003344500904536399
14,P,0.002834520507128435
1,P,0.002834520507128435
10,12,P,0.0019819264617199784
9,17,P,0.001981925814580022
12,17,P,0.001981925726389207
9,10,P,0.001981925522854456
15,18,P,0.0013981305657076754
11,18,P,8.960532685556293E-4
