0,P,0.45000552760592405
1,2,P,0.2745033731728955
1,39,P,0.023625290379385107
1,45,P,0.023625290379384895
1,51,P,0.023625290379332167
1,55,P,0.023625290379331036
1,17,P,0.02362529037698751
1,37,P,0.014000172074074814
1,52,P,0.01400017206887244
1,44,P,0.014000172068872116
1,33,P,0.00996691937882803
1,35,P,0.007741535151526169
1,31,P,0.0077415351515250095
1,41,P,0.00774153515030428
1,30,P,0.0063296495566703215
1,28,P,0.0053537534665604285
1,50,P,0.005353753456598843
1,46,P,0.004638777377202133
1,40,P,0.004638777375742785
1,29,P,0.004638777375217917
1,53,P,0.00409236590211637
1,43,P,0.004092365901832206
1,48,P,0.004092365898657768
1,47,P,0.003661168596427968
36,P,0.0034001631423736718
1,25,P,0.00331220805992081
1,19,P,0.0030239996050937363
1,27,P,0.0030239995985308393
1,21,P,0.0030239995747627924
1,20,P,0.002781944774309222
1,32,P,0.0027819446567541642
1,24,P,0.00278194461816671
1,49,P,0.0027819446099354665
1,26,P,0.0027819446099354665
1,42,P,0.0023980639385473936
6,P,0.0013002432179244027
5,P,6.051560024183581E-4
34,P,6.05156002418358E-4
3,P,3.1990034772087414E-4
22,P,3.199003477208741E-4
23,P,1.916913459862761E-5
14,P,1.9169134598627605E-5
