0,7,P,0.34129262058319915
0,24,P,0.23602509179392142
0,2,P,0.15396183193087354
0,29,P,0.08446124306674878
0,30,P,0.06976208989318461
0,46,P,0.022809160286550337
0,8,P,0.022809160286522485
0,40,P,0.022809160256296715
0,45,P,0.00962261449509855
0,4,P,0.00962261449442223
0,47,P,0.005320920909122269
0,38,P,0.005320920909122161
0,42,P,0.003379134857198293
0,27,P,0.0033791348571381367
0,28,P,0.001712618643115706
0,56,P,0.0017126183706948372
0,22,P,0.001309111856552106
0,9,P,0.0010332203639937183
0,21,P,0.0010332202915791073
0,3,P,8.36249929366093E-4
0,23,P,5.801343983901865E-4
0,12,P,3.2599415067595806E-4
0,26,P,2.8872526035750534E-4
0,20,P,2.3107114648813988E-4
0,11,P,1.8908596720675387E-4
0,19,P,1.7225100218129562E-4
