0,2,P,0.56
37,1,2,P,0.05
0,5,6,P,0.04
42,1,2,P,0.03
34,2,P,0.03
38,1,2,P,0.02
36,1,2,P,0.02
0,8,P,0.02
0,53,P,0.02
41,1,2,P,0.01
40,2,P,0.01
37,43,2,P,0.01
37,39,2,P,0.01
37,35,2,P,0.01
18,2,P,0.01
0,60,6,P,0.01
0,52,P,0.01
0,5,62,P,0.01
0,46,P,0.01
0,45,6,P,0.01
0,4,P,0.01
0,10,P,0.0
