0,P,0.78
24,P,0.06
7,27,P,0.04
5,P,0.02
16,P,0.02
9,27,26,P,0.01
9,27,1,P,0.01
8,P,0.01
29,27,P,0.01
2,27,26,P,0.01
2,27,1,P,0.01
11,27,26,P,0.01
11,27,1,P,0.01
11,21,27,P,0.0
