4,2,1,P,0.17
4,19,P,0.12
4,2,33,P,0.11
4,42,P,0.09
4,2,17,P,0.09
4,2,37,P,0.08
4,43,P,0.06
4,45,1,P,0.04
4,41,1,P,0.03
4,40,P,0.03
4,20,P,0.03
4,2,44,P,0.03
4,2,38,P,0.03
4,35,P,0.02
4,34,P,0.02
4,2,36,P,0.02
4,49,1,P,0.01
4,2,39,P,0.01
4,50,1,P,0.0
