0,P,0.72
22,P,0.13
2,25,1,P,0.05
8,P,0.01
7,25,P,0.01
5,P,0.01
27,25,P,0.01
2,25,24,P,0.01
2,25,18,P,0.01
15,P,0.01
10,25,1,P,0.01
10,19,25,P,0.0
