0,P,0.69
7,P,0.1
5,1,P,0.06
3,P,0.04
9,1,P,0.02
5,10,P,0.02
4,1,P,0.02
2,P,0.02
8,1,P,0.01
5,6,P,0.01
4,10,P,0.0
