3,1,P,0.52
0,3,2,P,0.21
24,2,P,0.09
24,1,P,0.09
30,1,P,0.01
0,3,29,P,0.01
0,3,28,P,0.01
0,3,20,P,0.01
0,3,14,P,0.01
0,3,10,P,0.0
