algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0.51,0.51,5.0,7.0,8,1,2.0,7.0
uniform,0,0,10,1,0.53,0.53,2.0,4.0,6,1,2.0,4.0
uniform,0,0,10,2,0.155,0.155,9.0,11.0,53,2,2.0,11.0
uniform,0,0,10,3,0.49,0.49,7.0,9.0,22,1,2.0,9.0
uniform,0,0,10,4,0.07,0.07,9.0,11.0,25,1,2.0,11.0
uniform,0,0,10,5,0.42,0.42,9.0,11.0,32,1,2.0,11.0
uniform,0,0,10,6,0.39,0.39,9.0,11.0,52,1,2.0,11.0
uniform,0,0,10,7,0.64,0.64,2.0,4.0,4,1,2.0,4.0
uniform,0,0,10,8,0.81,0.81,1.0,3.0,5,1,2.0,3.0
uniform,0,0,10,9,0.06,0.06,9.0,11.0,31,1,2.0,11.0
uniform,0,0,10,10,0.24,0.24,9.0,11.0,27,1,2.0,11.0
uniform,0,0,10,11,0.47,0.47,9.0,11.0,20,1,2.0,11.0
uniform,0,0,10,12,0.42,0.42,7.0,9.0,42,1,2.0,9.0
randomForest,0,0,10,0,0.51,0.51,5.0,7.0,8,1,2.0,7.0
randomForest,0,0,10,1,0.52,0.52,2.0,4.0,6,1,2.0,4.0
randomForest,0,0,10,2,0.97,0.485,0.0,11.0,53,2,2.0,11.0
randomForest,0,0,10,3,0.72,0.72,2.0,9.0,22,1,2.0,9.0
randomForest,0,0,10,4,0.71,0.71,7.0,11.0,25,1,2.0,11.0
randomForest,0,0,10,5,0.6,0.6,9.0,11.0,32,1,2.0,11.0
randomForest,0,0,10,6,0.7,0.7,5.0,11.0,52,1,2.0,11.0
randomForest,0,0,10,7,0.98,0.98,0.0,4.0,4,1,2.0,4.0
randomForest,0,0,10,8,0.99,0.99,0.0,3.0,5,1,2.0,3.0
randomForest,0,0,10,9,0.71,0.71,6.0,11.0,31,1,2.0,11.0
randomForest,0,0,10,10,0.66,0.66,9.0,11.0,27,1,2.0,11.0
