algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0,0,0,0,8,1,0,0
uniform,0,0,10,1,0,0,0,0,6,1,0,0
uniform,0,0,10,2,0,0,0,0,53,2,0,0
uniform,0,0,10,3,0,0,0,0,22,1,0,0
uniform,0,0,10,4,0,0,0,0,25,1,0,0
uniform,0,0,10,5,0,0,0,0,32,1,0,0
uniform,0,0,10,6,0,0,0,0,52,1,0,0
uniform,0,0,10,7,0,0,0,0,4,1,0,0
uniform,0,0,10,8,0.81,0.81,1.0,3.0,5,1,2.0,3.0
uniform,0,0,10,9,0,0,0,0,31,1,0,0
uniform,0,0,10,10,0,0,0,0,27,1,0,0
uniform,0,0,10,11,0,0,0,0,20,1,0,0
uniform,0,0,10,12,0,0,0,0,42,1,0,0
randomForest,0,0,10,0,0,0,0,0,8,1,0,0
randomForest,0,0,10,1,0,0,0,0,6,1,0,0
randomForest,0,0,10,2,0.97,0.485,0.0,11.0,53,2,2.0,11.0
randomForest,0,0,10,3,0.72,0.72,2.0,9.0,22,1,2.0,9.0
randomForest,0,0,10,4,0.71,0.71,7.0,11.0,25,1,2.0,11.0
randomForest,0,0,10,5,0,0,0,0,32,1,0,0
randomForest,0,0,10,6,0.7,0.7,5.0,11.0,52,1,2.0,11.0
randomForest,0,0,10,7,0.98,0.98,0.0,4.0,4,1,2.0,4.0
randomForest,0,0,10,8,0.99,0.99,0.0,3.0,5,1,2.0,3.0
randomForest,0,0,10,9,0.71,0.71,6.0,11.0,31,1,2.0,11.0
randomForest,0,0,10,10,0,0,0,0,27,1,0,0
randomForest,0,0,10,11,0.87,0.87,0.0,11.0,20,1,2.0,11.0
randomForest,0,0,10,12,0.72,0.72,1.0,9.0,42,1,2.0,9.0
0.0,0.6,0.0,10,0,0.93,0.93,0.0,7.0,8,1,2.0,7.0
0.0,0.6,0.0,10,1,0.97,0.97,0.0,4.0,6,1,2.0,4.0
0.0,0.6,0.0,10,2,0.95,0.475,0.0,11.0,53,2,2.0,11.0
0.0,0.6,0.0,10,3,0.8,0.8,0.0,9.0,22,1,2.0,9.0
0.0,0.6,0.0,10,4,0.72,0.72,4.0,11.0,25,1,2.0,11.0
0.0,0.6,0.0,10,5,0.72,0.72,0.0,11.0,32,1,2.0,11.0
0.0,0.6,0.0,10,6,0.79,0.79,0.0,11.0,52,1,2.0,11.0
0.0,0.6,0.0,10,7,0.96,0.96,0.0,4.0,4,1,2.0,4.0
0.0,0.6,0.0,10,8,0.98,0.98,0.0,3.0,5,1,2.0,3.0
0.0,0.6,0.0,10,9,0.72,0.72,3.0,11.0,31,1,2.0,11.0
0.0,0.6,0.0,10,10,0.79,0.79,0.0,11.0,27,1,2.0,11.0
0.0,0.6,0.0,10,11,0.8,0.8,0.0,11.0,20,1,2.0,11.0
0.0,0.6,0.0,10,12,0.83,0.83,1.0,9.0,42,1,2.0,9.0
0.1,0.6,0.1,10,0,0.73,0.73,1.0,7.0,8,1,2.0,7.0
0.1,0.6,0.1,10,1,0.73,0.73,0.0,4.0,6,1,2.0,4.0
0.1,0.6,0.1,10,2,0,0,0,0,53,2,0,0
0.1,0.6,0.1,10,3,0.75,0.75,5.0,9.0,22,1,2.0,9.0
0.1,0.6,0.1,10,4,0,0,0,0,25,1,0,0
0.1,0.6,0.1,10,5,0.75,0.75,5.0,11.0,32,1,2.0,11.0
0.1,0.6,0.1,10,6,0.7,0.7,5.0,11.0,52,1,2.0,11.0
0.1,0.6,0.1,10,7,0.71,0.71,0.0,4.0,4,1,2.0,4.0
0.1,0.6,0.1,10,8,0.79,0.79,0.0,3.0,5,1,2.0,3.0
0.1,0.6,0.1,10,9,0,0,0,0,31,1,0,0
0.1,0.6,0.1,10,10,0,0,0,0,27,1,0,0
0.1,0.6,0.1,10,11,0.8,0.8,4.0,11.0,20,1,2.0,11.0
0.1,0.6,0.1,10,12,0.78,0.78,6.0,9.0,42,1,2.0,9.0
0.2,0.6,0.2,10,0,0.72,0.72,2.0,7.0,8,1,2.0,7.0
0.2,0.6,0.2,10,1,0.74,0.74,1.0,4.0,6,1,2.0,4.0
0.2,0.6,0.2,10,2,0,0,0,0,53,2,0,0
0.2,0.6,0.2,10,3,0,0,0,0,22,1,0,0
0.2,0.6,0.2,10,4,0,0,0,0,25,1,0,0
0.2,0.6,0.2,10,5,0,0,0,0,32,1,0,0
0.2,0.6,0.2,10,6,0,0,0,0,52,1,0,0
0.2,0.6,0.2,10,7,0.82,0.82,1.0,4.0,4,1,2.0,4.0
0.2,0.6,0.2,10,8,0.88,0.88,1.0,3.0,5,1,2.0,3.0
0.2,0.6,0.2,10,9,0,0,0,0,31,1,0,0
0.2,0.6,0.2,10,10,0,0,0,0,27,1,0,0
0.2,0.6,0.2,10,11,0.71,0.71,6.0,11.0,20,1,2.0,11.0
0.2,0.6,0.2,10,12,0,0,0,0,42,1,0,0
uniform,0,0,20,0,0,0,0,0,71,2,0,0
uniform,0,0,20,1,0,0,0,0,34,2,0,0
uniform,0,0,20,2,0,0,0,0,120,2,0,0
uniform,0,0,20,3,0,0,0,0,58,1,0,0
uniform,0,0,20,4,0,0,0,0,57,1,0,0
uniform,0,0,20,5,0,0,0,0,110,1,0,0
